Tiempo ,ANGULO,ESTIMULO
45.78,0.264,0.0
45.8,0.284,0.0
45.82,0.302,0.0
45.84,0.318,0.0
45.86,0.33,0.0
45.88,0.34,0.0
45.9,0.349,0.0
45.92,0.354,0.0
45.94,0.356,0.0
45.96,0.356,0.0
45.98,0.353,0.0
46.0,0.347,0.0
46.02,0.34,0.0
46.04,0.33,0.0
46.06,0.316,0.0
46.08,0.3,0.0
46.1,0.283,0.0
46.12,0.262,0.0
46.14,0.241,0.0
46.16,0.216,0.0
46.18,0.192,0.0
46.2,0.164,0.0
46.22,0.136,0.0
46.24,0.108,0.0
46.26,0.077,0.0
46.28,0.047,0.0
46.3,0.016,0.0
46.32,-0.016,0.0
46.34,-0.045,0.0
46.36,-0.077,0.0
46.38,-0.106,0.0
46.4,-0.134,0.0
46.42,-0.162,0.0
46.44,-0.19,0.0
46.46,-0.215,0.0
46.48,-0.239,0.0
46.5,-0.26,0.0
46.52,-0.279,0.0
46.54,-0.297,0.0
46.56,-0.312,0.0
46.58,-0.326,0.0
46.6,-0.337,0.0
46.62,-0.344,0.0
46.64,-0.349,0.0
46.66,-0.353,0.0
46.68,-0.353,0.0
46.7,-0.349,0.0
46.72,-0.344,0.0
46.74,-0.337,0.0
46.76,-0.326,0.0
46.78,-0.312,0.0
46.8,-0.298,0.0
46.82,-0.281,0.0
46.84,-0.26,0.0
46.86,-0.239,0.0
46.88,-0.216,0.0
46.9,-0.192,0.0
46.92,-0.164,0.0
46.94,-0.138,0.0
46.96,-0.108,0.0
46.98,-0.079,0.0
47.0,-0.049,0.0
47.02,-0.019,0.0
47.04,0.012,0.0
47.06,0.042,0.0
47.08,0.072,0.0
47.1,0.101,0.0
47.12,0.129,0.0
47.14,0.157,0.0
47.16,0.183,0.0
47.18,0.208,0.0
47.2,0.232,0.0
47.22,0.253,0.0
47.24,0.272,0.0
47.26,0.29,0.0
47.28,0.305,0.0
47.3,0.318,0.0
47.32,0.328,0.0
47.34,0.335,0.0
47.36,0.342,0.0
47.38,0.344,0.0
47.4,0.344,0.0
47.42,0.342,0.0
47.44,0.337,0.0
47.46,0.328,0.0
47.48,0.319,0.0
47.5,0.305,0.0
47.52,0.291,0.0
47.54,0.274,0.0
47.56,0.255,0.0
47.58,0.234,0.0
47.6,0.211,0.0
47.62,0.187,0.0
47.64,0.161,0.0
47.66,0.134,0.0
47.68,0.106,0.0
47.7,0.077,0.0
47.72,0.047,0.0
47.74,0.017,0.0
47.76,-0.012,0.0
47.78,-0.042,0.0
47.8,-0.072,0.0
47.82,-0.101,0.0
47.84,-0.129,0.0
47.86,-0.155,0.0
47.88,-0.182,0.0
47.9,-0.206,0.0
47.92,-0.229,0.0
47.94,-0.25,0.0
47.96,-0.269,0.0
47.98,-0.286,0.0
48.0,-0.302,0.0
48.02,-0.314,0.0
48.04,-0.325,0.0
48.06,-0.332,0.0
48.08,-0.337,0.0
48.1,-0.34,0.0
48.12,-0.34,0.0
48.14,-0.339,0.0
48.16,-0.333,0.0
48.18,-0.326,0.0
48.2,-0.316,0.0
48.22,-0.304,0.0
48.24,-0.288,0.0
48.26,-0.272,0.0
48.28,-0.253,0.0
48.3,-0.232,0.0
48.32,-0.209,0.0
48.34,-0.187,0.0
48.36,-0.161,0.0
48.38,-0.134,0.0
48.4,-0.106,0.0
48.42,-0.079,0.0
48.44,-0.049,0.0
48.46,-0.019,0.0
48.48,0.01,0.0
48.5,0.038,0.0
48.52,0.068,0.0
48.54,0.096,0.0
48.56,0.124,0.0
48.58,0.15,0.0
48.6,0.176,0.0
48.62,0.201,0.0
48.64,0.223,0.0
48.66,0.244,0.0
48.68,0.262,0.0
48.7,0.279,0.0
48.72,0.293,0.0
48.74,0.307,0.0
48.76,0.316,0.0
48.78,0.325,0.0
48.8,0.33,0.0
48.82,0.332,0.0
48.84,0.333,0.0
48.86,0.33,0.0
48.88,0.325,0.0
48.9,0.318,0.0
48.92,0.309,0.0
48.94,0.297,0.0
48.96,0.283,0.0
48.98,0.265,0.0
49.0,0.248,0.0
49.02,0.227,0.0
49.04,0.204,0.0
49.06,0.182,0.0
49.08,0.157,0.0
49.1,0.131,0.0
49.12,0.103,0.0
49.14,0.075,0.0
49.16,0.047,0.0
49.18,0.017,0.0
49.2,-0.01,0.0
49.22,-0.04,0.0
49.24,-0.068,0.0
49.26,-0.096,0.0
49.28,-0.124,0.0
49.3,-0.15,0.0
49.32,-0.175,0.0
49.34,-0.199,0.0
49.36,-0.22,0.0
49.38,-0.241,0.0
49.4,-0.26,0.0
49.42,-0.276,0.0
49.44,-0.291,0.0
49.46,-0.304,0.0
49.48,-0.312,0.0
49.5,-0.321,0.0
49.52,-0.326,0.0
49.54,-0.328,0.0
49.56,-0.33,0.0
49.58,-0.326,0.0
49.6,-0.323,0.0
49.62,-0.314,0.0
49.64,-0.305,0.0
49.66,-0.293,0.0
49.68,-0.279,0.0
49.7,-0.264,0.0
49.72,-0.244,0.0
49.74,-0.225,0.0
49.76,-0.204,0.0
49.78,-0.18,0.0
49.8,-0.155,0.0
49.82,-0.129,0.0
49.84,-0.103,0.0
49.86,-0.075,0.0
49.88,-0.047,0.0
49.9,-0.019,0.0
49.92,0.009,0.0
49.94,0.037,0.0
49.96,0.065,0.0
49.98,0.093,0.0
50.0,0.119,0.0
50.02,0.145,0.0
50.04,0.169,0.0
50.06,0.194,0.0
50.08,0.215,0.0
50.1,0.236,0.0
50.12,0.253,0.0
50.14,0.271,0.0
50.16,0.284,0.0
50.18,0.297,0.0
50.2,0.305,0.0
50.22,0.314,0.0
50.24,0.319,0.0
50.26,0.321,0.0
50.28,0.321,0.0
50.3,0.319,0.0
50.32,0.314,0.0
50.34,0.307,0.0
50.36,0.298,0.0
50.38,0.286,0.0
50.4,0.272,0.0
50.42,0.257,0.0
50.44,0.239,0.0
50.46,0.22,0.0
50.48,0.199,0.0
50.5,0.175,0.0
50.52,0.152,0.0
50.54,0.126,0.0
50.56,0.099,0.0
50.58,0.073,0.0
50.6,0.045,0.0
50.62,0.017,0.0
50.64,-0.01,0.0
50.66,-0.038,0.0
50.68,-0.066,0.0
50.7,-0.093,0.0
50.72,-0.119,0.0
50.74,-0.145,0.0
50.76,-0.169,0.0
50.78,-0.192,0.0
50.8,-0.213,0.0
50.82,-0.234,0.0
50.84,-0.251,0.0
50.86,-0.267,0.0
50.88,-0.281,0.0
50.9,-0.293,0.0
50.92,-0.302,0.0
50.94,-0.311,0.0
50.96,-0.316,0.0
50.98,-0.318,0.0
51.0,-0.318,0.0
51.02,-0.316,0.0
51.04,-0.311,0.0
51.06,-0.304,0.0
51.08,-0.295,0.0
51.1,-0.283,0.0
51.12,-0.271,0.0
51.14,-0.255,0.0
51.16,-0.237,0.0
51.18,-0.218,0.0
51.2,-0.197,0.0
51.22,-0.175,0.0
51.24,-0.15,0.0
51.26,-0.126,0.0
51.28,-0.099,0.0
51.3,-0.073,0.0
51.32,-0.045,0.0
51.34,-0.019,0.0
51.36,0.009,0.0
51.38,0.037,0.0
51.4,0.063,0.0
51.42,0.091,0.0
51.44,0.115,0.0
51.46,0.141,0.0
51.48,0.164,0.0
51.5,0.187,0.0
51.52,0.208,0.0
51.54,0.227,0.0
51.56,0.246,0.0
51.58,0.262,0.0
51.6,0.274,0.0
51.62,0.286,0.0
51.64,0.297,0.0
51.66,0.304,0.0
51.68,0.307,0.0
51.7,0.311,0.0
51.72,0.311,0.0
51.74,0.309,0.0
51.76,0.304,0.0
51.78,0.297,0.0
51.8,0.288,0.0
51.82,0.276,0.0
51.84,0.264,0.0
51.86,0.248,0.0
51.88,0.23,0.0
51.9,0.211,0.0
51.92,0.19,0.0
51.94,0.169,0.0
51.96,0.145,0.0
51.98,0.12,0.0
52.0,0.096,0.0
52.02,0.07,0.0
52.04,0.042,0.0
52.06,0.016,0.0
52.08,-0.01,0.0
52.1,-0.038,0.0
52.12,-0.065,0.0
52.14,-0.091,0.0
52.16,-0.117,0.0
52.18,-0.141,0.0
52.2,-0.164,0.0
52.22,-0.187,0.0
52.24,-0.208,0.0
52.26,-0.227,0.0
52.28,-0.243,0.0
52.3,-0.258,0.0
52.32,-0.272,0.0
52.34,-0.284,0.0
52.36,-0.293,0.0
52.38,-0.3,0.0
52.4,-0.305,0.0
52.42,-0.307,0.0
52.44,-0.307,0.0
52.46,-0.305,0.0
52.48,-0.3,0.0
52.5,-0.293,0.0
52.52,-0.284,0.0
52.54,-0.274,0.0
52.56,-0.26,0.0
52.58,-0.244,0.0
52.6,-0.229,0.0
52.62,-0.209,0.0
52.64,-0.188,0.0
52.66,-0.168,0.0
52.68,-0.145,0.0
52.7,-0.12,0.0
52.72,-0.094,0.0
52.74,-0.07,0.0
52.76,-0.044,0.0
52.78,-0.016,0.0
52.8,0.01,0.0
52.82,0.037,0.0
52.84,0.063,0.0
52.86,0.089,0.0
52.88,0.113,0.0
52.9,0.138,0.0
52.92,0.161,0.0
52.94,0.182,0.0
52.96,0.202,0.0
52.98,0.222,0.0
53.0,0.237,0.0
53.02,0.253,0.0
53.04,0.267,0.0
53.06,0.278,0.0
53.08,0.286,0.0
53.1,0.293,0.0
53.12,0.298,0.0
53.14,0.3,0.0
53.16,0.3,0.0
53.18,0.298,0.0
53.2,0.293,0.0
53.22,0.286,0.0
53.24,0.278,0.0
53.26,0.267,0.0
53.28,0.253,0.0
53.3,0.239,0.0
53.32,0.222,0.0
53.34,0.202,0.0
53.36,0.183,0.0
53.38,0.162,0.0
53.4,0.14,0.0
53.42,0.115,0.0
53.44,0.091,0.0
53.46,0.065,0.0
53.48,0.04,0.0
53.5,0.014,0.0
53.52,-0.012,0.0
53.54,-0.038,0.0
53.56,-0.065,0.0
53.58,-0.089,0.0
53.6,-0.113,0.0
53.62,-0.138,0.0
53.64,-0.161,0.0
